,Event Flag,Event Time,Previous Event,Status,Tagname
626,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR DETETOR DE FUMACA
627,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR DETETOR TERMICO
628,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC CARGA/FREQUENCIA LIM INFERIOR
629,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC CARGA/FREQUENCIA LIM SUPERIOR
630,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC FALHA ELETRICA
631,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC SOBREVELOCIDADE ELETRICA
632,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TEN TEP TEMPERATURA ALTA 2a ETAPA
633,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC DISTRIBUIDOR ABERTURA INDEVIDA
634,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR FREIOS PRESSAO BAIXA EVITAR PARADA
635,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR RELE 46 CARGA DESEQUILIBRADA
636,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR TEMPO DESACELERACAO EXCEDIDO
637,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR SEQUENCIA PARTIDA INCOMPLETA
638,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR UN PREPARACAO PARTIDA INCOMPLETA
639,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR FREIOS VALV TRES VIAS POS INDEVIDA
640,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA VALV AERAC AGUA TUBO DRENAGEM
641,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR POTENCIAL REG VEL/TENS (T61) PERDA
642,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR POTENCIAL PROT/MEDIC (T51) PERDA
643,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR RELE 05B PARADA PARCIAL
644,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC SOBREVELOCIDADE MECANICA
645,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR RELE 05A PARADA PARCIAL
646,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO LIMITADOR ANGULO CARGA EM ACAO
647,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TENSAO TETO TEMPO EXCESSIVO
648,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA TQ OLEO NIVEL BAIXO
649,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA REPOSICAO SEGUNDO NIVEL
650,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA COMPORTA DERIVA LIMITE
651,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA CABO FROUXO
652,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA SERVOMOTOR PRESSAO/NIVEL BAIXO
653,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA COMPORTA DERIVA
654,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA COMP SERV FECHAMENTO P/BLOQ UNIDADE
655,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA REPOSICAO PRIMEIRO NIVEL
656,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA SOLENOIDE SD1 DEFEITO MECANICO
657,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA SOLENOIDE SD2 DEFEITO MECANICO
658,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA SISTEMA PRESSAO BAIXA ( PR1 )
659,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA ANEL VED AGUA FLUXO MUITO BAIXO
660,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ OLEO TEMPERATURA ALTA
661,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC FILTRO OLEO OBSTRUIDO
662,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC BOMBA 1 SOBRECORRENTE
663,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC BOMBA 2 SOBRECORRENTE
664,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC BOMBA 3 SOBRECORRENTE
665,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR RADIADOR AGUA FLUXO MUITO BAIXO
666,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ AR COMPRESSOR PRES MUITO BAIXA
667,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI OLEO NIVEL BAIXO
668,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA PINO CISALHAMENTO PRESSAO BAIXA
669,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA BOMBA 2 DRENAGEM TERMICO/SUBTENSAO
670,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC BOMBA 2 INFILTR TERMICO/SUBTENSAO
671,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ AR/OLEO NIVEL BAIXO
672,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ AR/OLEO PRESSAO BAIXA
673,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ OLEO NIVEL ALTO
674,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA BOMBA 1 DRENAGEM RELE TERMICO
675,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA BOMBA 3 DRENAGEM RELE TERMICO
676,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MGS AGUA NO OLEO
677,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC AGUA NO OLEO
678,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR BARRAS FASES ISOLADAS PRES BAIXA
679,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR BARRAS FASES ISOLADAS PRES ALTA
680,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DETET FUMACA 108.50 CIRC INTERROMP
681,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO ROTOR TEMPERATURA ALTA 2a ETAPA
682,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO EXCITAC NEG FALHA
683,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TEP SOBRECORRENTE 1a ETAPA
684,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO ROTOR TEMPERATURA ALTA 1a ETAPA
685,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO DETEC DE CORRENTE NEG
686,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU PAI ISOLACAO BAIXA
687,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DETETOR FUMACA FASES
688,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DETETOR FUMACA FASES INTERROMPIDO
689,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DETETOR FUMACA GAL 98.50
690,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DETETOR FUMACA 98.50 CIRC INTERROMP
691,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU RELE 86AI PAI
692,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE BARRA UMCC-17 SOBREFREQUENCIA
693,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO LIMITADOR CORRENTE CAMPO MINIMO
694,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE DISJ 52-1 UMCC-17 DISP
695,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE DISJ 52-2 UMCC-17 DISP
696,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU PAI AR FASES A/B/C PRESSAO BAIXA
697,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU OLEO FASE A TEMPERATURA ALTA
698,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU OLEO FASE B TEMPERATURA ALTA
699,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU OLEO FASE C TEMPERATURA ALTA
700,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU OLEO FASE A NIVEL BAIXO
701,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU OLEO FASE B NIVEL BAIXO
702,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU OLEO FASE C NIVEL BAIXO
703,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU BUCHA AT-H1 FASE A PRES ALTA OU SOBRETENSAO
704,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU BUCHA AT-H1 FASE B PRES ALTA OU SOBRETENSAO
705,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU PAI AGUA FASES A/B/C PRESSAO BAIXA
706,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU VALV DILUVIO FASE B
707,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU VALV DILUVIO FASE C
708,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU COMUTADOR TAPS DISCREPANTE
709,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU RELE 86TR (K200)
710,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU RELE 86SF (K300)
711,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU CIRCUITO ALARME CURTO-CIRCUITO
712,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DETETOR FUMACA P.C.F. GAL 108.00
713,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU BUCHA AT-H1 FASE C PRES ALTA OU SOBRETENSAO
714,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU VALV DILUVIO FASE A
715,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO FALHA
716,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ AR COMPRESSOR PRESSAO BAIXA
717,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR BOMBA MANC ESC PRESSAO BAIXA
718,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ AR/OLEO NIVEL MUITO BAIXO (1)
719,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU SMT-17 BUCHA DESVIO CAPACITANCIA
720,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU SMT-17 SISTEMA MONITORAMENTO ALARME
721,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO CANAL AUTO VALOR DE AJUSTE MAXIMO
722,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA TANQUE EXPANSAO NIVEL BAIXO
723,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ OLEO NIVEL BAIXO
724,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE UMCC DISJ 52-3 DISPARO
725,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR AQUEC BASE ESTATOR DESLIG COM UN PARADA
726,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA SOLENOIDE SD3/SD4 DEFEITO MECANICO
727,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MOV INDEVIDO UN APLICACAO PERM FREIOS
728,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO LIMITADOR SUBEXCITACAO EM ACAO
729,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR UN MOTORIZADA OU LIMITE MW VIOLADO
730,245,31/Jan/2022 00:00:17.000,,REARM,U17     .ANT_INCENDIO UG CO2 QCI-17 DET TERMICO/FUMACA/87
731,245,31/Jan/2022 00:00:17.000,,REARM,U17     .ANT_INCENDIO UG CO2 QCI-17 DISPARO
732,245,31/Jan/2022 00:00:17.000,,REARM,U17     .ANT_INCENDIO UG CO2 QCI-17 FALTA 125 VCC
733,245,31/Jan/2022 00:00:17.000,,REARM,U17     .ANT_INCENDIO UG CO2 DESCARGA
734,245,31/Jan/2022 00:00:17.000,,REARM,U17     .ANT_INCENDIO UG CO2 DISPARO MANUAL
735,245,31/Jan/2022 00:00:17.000,,REARM,U17     .ANT_INCENDIO UG CO2 DISPARO BLOQUEADO
736,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ AR/OLEO NIVEL MUITO ALTO
737,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA TAMPA AGUA NIVEL MUITO ALTO
738,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR BOMBA PRINCIPAL MANC ESC PRES BAIXA
739,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TM-25 ENROLAMENTO TEMP MUITO ALTA
740,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TM-27 AR TEMPERATURA ALTA
741,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA ESTATOR FLUXO BAIXO
742,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA ESTATOR SAIDA TEMP MUITO ALTA
743,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA LINHA PRESSAO BAIXA
744,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA VALV AGUA BRUTA LIMITORQUE
745,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA GRANDE VAZAMENTO DISPOSITIVO
746,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA BOMBAS COMANDO DE TRANSFERENCIA
747,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA ESTATOR PRESSAO DIFERENCIAL BAIXA
748,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA TQ EXP NIVEL MUITO BAIXO
749,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA CONDUTIVIDADE MUITO ALTA
750,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA ESTATOR SAIDA TEMPERATURA ALTA
751,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA ESTATOR ENTRADA TEMPERATURA ALTA
752,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA TQ EXP NIVEL ALTO
753,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA TQ EXPANSAO COMANDO DE REPOSICAO
754,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA FILTRO MEC PRESSAO DIFERENCIAL ALTA
755,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA GRANDE VAZAMENTO
756,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA NITROGENIO PRESSAO ALTA
757,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA NITROGENIO PRESSAO BAIXA
758,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA CONDUTIVIDADE ALTA
759,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA PERMUTADOR DE IONS SATURADO
760,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA BOMBA SAIDA PRESSAO ALTA
761,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA ESTATOR ENTRADA TEMPERATURA BAIXA
762,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA ESTATOR PRESSAO DIFERENCIAL ALTA
763,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA AGUA BRUTA ENTRADA PRESSAO BAIXA
764,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA LINHA PRESSAO MUITO BAIXA
765,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO BT TEMPERATURA ALTA FASE B
766,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO AT TEMPERATURA ALTA FASE A
767,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO BT TEMPERATURA ALTA FASE A
768,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO BT TEMPERATURA ALTA FASE C
769,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO AT TEMPERATURA ALTA FASE C
770,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO AT TEMPERATURA ALTA FASE B
771,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO CHAVE S31/S32 TESTE
772,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA ESTATOR FLUXO MUITO BAIXO
773,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ OLEO INFILTRACAO NIVEL ALTO
774,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE RELE 86A TRAFO TM25
775,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TM-25 ENROLAMENTO TEMPERATURA ALTA
776,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TM-25 AR TEMPERATURA ALTA
777,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE RELE 86A TRAFO TM27
778,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TM-27 ENROLAMENTO TEMPERATURA ALTA
779,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MGS OLEO NIVEL ALTO
780,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC OLEO NIVEL ALTO
781,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MGS OLEO NIVEL BAIXO
782,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC OLEO NIVEL BAIXO
783,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA RELE SOBREFREQUENCIA (PWX)
784,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE CUNO-FLO AR CONTROLE PRESSAO BAIXA
785,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI AGUA NO OLEO
786,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI OLEO NIVEL ALTO
787,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU OLEO AT-H1 FASE B PRESSAO BAIXA
788,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU OLEO AT-H1 FASE C PRESSAO BAIXA
789,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI OLEO NIVEL MUITO ALTO
790,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU BUCHA AT-H1 FASE A PRESSAO MUITO ALTA
791,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU BUCHA AT-H1 FASE B PRESSAO MUITO ALTA
792,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU BUCHA AT-H1 FASE C PRESSAO MUITO ALTA
793,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU OLEO AT-H1 FASE A PRESSAO BAIXA
794,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE UMCC RELE 86
795,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU SMT-17 DETECCAO DE GAS
796,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA SISTEMA HIDRAULICO PRESSAO ALTA
797,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO AT TEMPERATURA MUITO ALTA FASE A
798,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO AT TEMPERATURA MUITO ALTA FASE B
799,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO AT TEMPERATURA MUITO ALTA FASE C
800,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO BT TEMPERATURA MUITO ALTA FASE A
801,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO BT TEMPERATURA MUITO ALTA FASE B
802,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU ENROLAMENTO BT TEMPERATURA MUITO ALTA FASE C
803,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO FALHA DE 3 OU MAIS TIRISTORES
804,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ AR/OLEO PRESSAO MUITO BAIXA
805,245,31/Jan/2022 00:00:17.000,,NAO,U17     .ULP-17 RECONHECIMENTO
806,245,31/Jan/2022 00:00:17.000,,NAO,U17     .ULP-17 REARME
807,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR UN PRONTA PARA OPERACAO
808,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR UN PREPARACAO DE PARTIDA ACIONADA
809,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR UN PREPARACAO DE PARTIDA COMPLETA
810,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR UN COMANDO DE PARTIDA ACIONADO
811,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR UN INICIO DE MOVIMENTO
812,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR UN PRONTA PARA SINCRONISMO
813,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR UN TOTALMENTE PARADA
814,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR UN COMANDO DE PARADA ACIONADO
815,245,31/Jan/2022 00:00:17.000,,NAO,U17     .GERADOR UN COMANDO DE APLICAR FREIOS
816,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR AUXILIARES PARADA DESCONECTADOS
817,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR CARG/FREQ AJUSTE POSICAO VAZIO
818,245,31/Jan/2022 00:00:17.000,,NAO,U17     .GERADOR FREIOS APLICADOS
819,245,31/Jan/2022 00:00:17.000,,NAO,U17     .REG_VELOC DISTRIBUIDOR FECHADO
820,245,31/Jan/2022 00:00:17.000,,NAO,U17     .EXCITACAO REG TENS AUTO/MAN POSICAO VAZIO
821,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR RELE 05A/05B TESTE
822,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TU RELE 86TR TESTE
823,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR RELE 86E TESTE
824,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR RELE 86M TESTE
825,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR RELE 86N TESTE
826,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TOMADA_DAGUA COMP SERV E BY-PASS ABERTA
827,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TURBINA CAIXA ESPIRAL TAMPA INSPECAO ABERTA
828,245,31/Jan/2022 00:00:17.000,,NAO,U17     .REG_VELOC VELOC UNID MAIOR/IGUAL 110% V.NOM
829,245,31/Jan/2022 00:00:17.000,,NAO,U17     .REG_VELOC VELOC UNID MENOR/IGUAL 25% V.NOM
830,245,31/Jan/2022 00:00:17.000,,NAO,U17     .REG_VELOC VELOC UNID MENOR/IGUAL 50% V.NOM
831,245,31/Jan/2022 00:00:17.000,,NAO,U17     .AGUA_PURA AGUA PURA PRONTA P/OPERACAO
832,245,31/Jan/2022 00:00:17.000,,NAO,U17     .GERADOR ROTOR POS LEVANTADO
833,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TOMADA_DAGUA BATERIA 1 FUSIVEL QUEIMADO
834,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TOMADA_DAGUA COMPORTA TOTALMENTE FECHADA
835,245,31/Jan/2022 00:00:17.000,,NAO,U17     .GERADOR FREIOS APLICACAO INDEVIDA
836,245,31/Jan/2022 00:00:17.000,,NAO,U17     .EXCITACAO FUSIVEL F5 TENSAO SINCR QUEIMADO
837,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TU PAI-17 CHAVE CH1 TESTE
838,245,31/Jan/2022 00:00:17.000,,NAO,U17     .EXCITACAO PRONTO PARA OPERACAO
839,245,31/Jan/2022 00:00:17.000,,NAO,U17     .GERADOR BOMBA MANC ESC OLEO PRESSAO NORMAL
840,245,31/Jan/2022 00:00:17.000,,NAO,U17     .RTC_EXCITACAO LIMITADOR CORRENTE CAMPO MINIMO
841,245,31/Jan/2022 00:00:17.000,,NAO,U17     .REG_VELOC VELOC UNIDADE MENOR/IGUAL 20% VN
842,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR INTERTRAVAMENTO CONTROLE MANUAL_CAG
843,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR INTERTRAVAMENTO CONTROLE MANUAL_CAT
844,245,31/Jan/2022 00:00:17.000,,NAO,U17     .AGUA_PURA VALV AGUA BRUTA EM POSICAO ANORMAL
845,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TOMADA_DAGUA MOTOR 1/2 LIGADO
846,245,31/Jan/2022 00:00:17.000,,NAO,U17     .AGUA_PURA PROCESSO SECAGEM
847,245,31/Jan/2022 00:00:17.000,,NAO,U17     .AGUA_PURA GRANDE VAZAMENTO INIBIDO
848,245,31/Jan/2022 00:00:17.000,,NAO,U17     .AGUA_PURA PWX CHAVE CHTO TESTE
849,245,31/Jan/2022 00:00:17.000,,NAO,U17     .ESTADO RODANDO VAZIO
850,245,31/Jan/2022 00:00:17.000,,NAO,U17     .REG_VELOC PA BOMBAS DESLIGADAS COM UG RODANDO
851,245,31/Jan/2022 00:00:17.000,,NAO,U17     .GERADOR PAP BOMBA 1 OU 2 CONECTADA
852,245,31/Jan/2022 00:00:17.000,,GERAD,U17     .AUX_UNIDADE SELECAO FONTE UMCC-17
853,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .GERADOR VALV 03VM
854,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .EXCITACAO VALV AGUA RESFRIAMENTO
855,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .TURBINA VALVULA BORBOLETA 1
856,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .TURBINA VALVULA BORBOLETA 2
857,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .TU PORTA CORTAFOGO GAL 108.00
858,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .TU PORTA CORTAFOGO GAL 98.50
859,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .TU VALV DE BLOQUEIO FASES A/B/C PAI
860,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .AGUA_PURA VALV AGUA BRUTA
861,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .TU CELA TRAFO FASE A
862,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .TU CELA TRAFO FASE B
863,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .TU CELA TRAFO FASE C
864,245,31/Jan/2022 00:00:17.000,,FECHAD,U17     .ANT_INCENDIO UG CO2 ESCOTILHA RECINTO
865,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .EXCITACAO DISJ EXCITACAO NEGATIVA
866,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .AUX_UNIDADE DISJ 52A QV-09
