Index,Start Time,Stop Time,Event,Description,Active
199,30/Jan/2022 00:07:03,,ANALOG PT.  U18     REG_VELOC VELOCIDADE DA UNID,IS SET TO     26.0000                           ,Yes
200,30/Jan/2022 00:07:24,,ANALOG PT.  U18     REG_VELOC VELOCIDADE DA UNID,IS SET TO     24.0000                           ,Yes
201,30/Jan/2022 00:07:52,,ANALOG PT.  U18     REG_VELOC VELOCIDADE DA UNID,IS SET TO     22.0000                           ,Yes
202,30/Jan/2022 00:08:24,,STATUS PT.  U18     TURBINA VALVULA BORBOLETA 1 ,IS PLACED IN THE OPEN STATE                     ,Yes
203,30/Jan/2022 00:08:24,,STATUS PT.  U18     TURBINA VALVULA BORBOLETA 2 ,IS PLACED IN THE OPEN STATE                     ,Yes
204,30/Jan/2022 00:08:26,30/Jan/2022 00:11:05,STATUS PT.  U18     GERADOR UN COMANDO DE APLICA,IS PLACED IN CLOSED STATE                       ,Yes
205,30/Jan/2022 00:08:26,30/Jan/2022 00:08:55,STATUS PT.  U18     REG_VELOC VELOC UNID MENOR/I,IS PLACED IN CLOSED STATE                       ,Yes
206,30/Jan/2022 00:08:28,30/Jan/2022 00:11:38,STATUS PT.  U18     GERADOR FREIOS DESAPLICADOS ,IS PLACED IN THE OPEN STATE                     ,Yes
207,30/Jan/2022 00:08:32,,ANALOG PT.  U18     REG_VELOC VELOCIDADE DA UNID,IS SET TO     18.0000                           ,Yes
208,30/Jan/2022 00:08:35,30/Jan/2022 00:11:31,STATUS PT.  U18     GERADOR FREIOS APLICADOS    ,IS PLACED IN CLOSED STATE                       ,Yes
209,30/Jan/2022 00:09:05,,ANALOG PT.  U18     REG_VELOC VELOCIDADE DA UNID,IS SET TO     12.0000                           ,Yes
210,30/Jan/2022 00:09:35,,ANALOG PT.  U18     REG_VELOC VELOCIDADE DA UNID,IS SET TO      5.0000                           ,Yes
211,30/Jan/2022 00:10:05,,ANALOG PT.  U18     REG_VELOC VELOCIDADE DA UNID,IS SET TO      3.0000                           ,Yes
212,30/Jan/2022 00:10:35,,ANALOG PT.  U18     REG_VELOC VELOCIDADE DA UNID,IS SET TO      2.0000                           ,Yes
213,30/Jan/2022 00:10:48,,STATUS PT.  U18     AGUA_PURA VALV AGUA BRUTA   ,IS PLACED IN THE OPEN STATE                     ,Yes
214,30/Jan/2022 00:10:48,,ANALOG PT.  U18     REG_VELOC VELOCIDADE DA UNID,IS SET TO      0.0000                           ,Yes
215,30/Jan/2022 00:10:54,,STATUS PT.  U18     SUPERV/CONTR UN TOTALMENTE P,IS PLACED IN CLOSED STATE                       ,Yes
216,30/Jan/2022 00:10:55,,STATUS PT.  U18     GERADOR RES AQUEC BASE INFER,IS PLACED IN CLOSED STATE                       ,Yes
217,30/Jan/2022 00:10:55,,STATUS PT.  U18     GERADOR RESIST AQUEC REC GER,IS PLACED IN CLOSED STATE                       ,Yes
218,30/Jan/2022 00:10:55,,STATUS PT.  U18     GERADOR RESIST AQUEC RECINTO,IS PLACED IN CLOSED STATE                       ,Yes
219,30/Jan/2022 00:10:56,,STATUS PT.  SF6_60  VAO_U18 SEC 96U18 A-55      ,IS PLACED IN THE OPEN STATE                     ,Yes
220,30/Jan/2022 00:10:56,,STATUS PT.  U18     REG_VELOC BOMBA 1           ,IS PLACED IN THE OPEN STATE                     ,Yes
221,30/Jan/2022 00:10:56,,STATUS PT.  U18     REG_VELOC BOMBA 2           ,IS PLACED IN THE OPEN STATE                     ,Yes
222,30/Jan/2022 00:10:56,,STATUS PT.  U18     REG_VELOC BOMBA 3           ,IS PLACED IN THE OPEN STATE                     ,Yes
223,30/Jan/2022 00:10:56,,STATUS PT.  U18     REG_VELOC VALV ISOLADORA 20Q,IS PLACED IN THE OPEN STATE                     ,Yes
224,30/Jan/2022 00:11:06,,STATUS PT.  U18     EXCITACAO SISTEMA RESFRIAMEN,IS PLACED IN THE OPEN STATE                     ,Yes
225,30/Jan/2022 00:11:14,,STATUS PT.  U18     AGUA_PURA AGUA PURA PRONTA P,IS PLACED IN CLOSED STATE                       ,Yes
226,30/Jan/2022 00:11:14,,STATUS PT.  U18     AGUA_PURA VALV AGUA BRUTA   ,IS PLACED IN THE OPEN STATE                     ,Yes
227,30/Jan/2022 00:11:15,,STATUS PT.  U18     SUPERV/CONTR UN PRONTA PARA ,IS PLACED IN CLOSED STATE                       ,Yes
228,30/Jan/2022 00:11:38,,STATUS PT.  U18     SUPERV/CONTR AUXILIARES PARA,IS PLACED IN CLOSED STATE                       ,Yes
229,30/Jan/2022 00:11:38,,STATUS PT.  U18     TU TROCADOR CALOR PRINC AGUA,IS PLACED IN THE OPEN STATE                     ,Yes
230,31/Jan/2022 00:00:10,,**COMENT**                                      ,                                                ,No
231,31/Jan/2022 00:00:10,,**COMENT**                                      ,                                                ,No
232,31/Jan/2022 00:00:10,,**RELE 95V/HZ RAP09/2018 - INICIO**             ,                                                ,No
233,31/Jan/2022 00:00:10,,**COMENT**                                      ,                                                ,No
234,31/Jan/2022 00:00:10,,**COMENT**                                      ,                                                ,No
235,31/Jan/2022 00:00:15,,STATUS PT.  U17     GERADOR RELE 86E ULP-17     ,IS PLACED IN CLOSED STATE                       ,Yes
236,31/Jan/2022 00:00:15,,STATUS PT.  U17     GERADOR RELE 95 V/HZ        ,IS PLACED IN THE OPEN STATE                     ,Yes
237,31/Jan/2022 00:00:16,,**COMENT**                                      ,                                                ,No
238,31/Jan/2022 00:00:16,,**SEQUENCIA DE PARADA U17 - INICIO**            ,                                                ,No
239,31/Jan/2022 00:00:16,,**COMENT**                                      ,                                                ,No
240,31/Jan/2022 00:00:17,,STATUS PT.  SF6_60  VAO_U16/17 DISJ 46U67 A-51  ,IS PLACED IN THE OPEN STATE                     ,Yes
241,31/Jan/2022 00:00:17,,STATUS PT.  SF6_60  VAO_U17 DISJ 86U17 A-52     ,IS PLACED IN THE OPEN STATE                     ,Yes
242,31/Jan/2022 00:00:17,31/Jan/2022 00:09:21,STATUS PT.  SF6_60  VAO_U16/17 DISJ 46U67 PROTEC,IS PLACED IN CLOSED STATE                       ,Yes
243,31/Jan/2022 00:00:17,31/Jan/2022 00:09:21,STATUS PT.  SF6_60  VAO_U17 DISJ 86U17 PROTECAO ,IS PLACED IN CLOSED STATE                       ,Yes
244,31/Jan/2022 00:00:17,31/Jan/2022 00:09:19,STATUS PT.  U17     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN CLOSED STATE                       ,Yes
245,31/Jan/2022 00:00:17,31/Jan/2022 00:09:19,STATUS PT.  U17     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN CLOSED STATE                       ,Yes
246,31/Jan/2022 00:00:17,,GEN. UNIT   U17                                 ,IMMEDIATELY SHUT DOWN AND ITS BREAKER OPENED    ,Yes
247,31/Jan/2022 00:00:18,,STATUS PT.  U17     SUPERV/CONTR UN SINCRONIZADA,IS PLACED IN THE OPEN STATE                     ,Yes
248,31/Jan/2022 00:00:18,31/Jan/2022 00:08:10,STATUS PT.  U17     GERADOR BOMBA 1 MANC ESC    ,IS PLACED IN CLOSED STATE                       ,Yes
249,31/Jan/2022 00:00:18,,STATUS PT.  U17     REG_VELOC REALIMENTACAO     ,IS PLACED IN THE OPEN STATE                     ,Yes
250,31/Jan/2022 00:00:20,,STATUS PT.  U17     AUX_UNIDADE DISJ 52-1 UMCC-1,IS PLACED IN THE OPEN STATE                     ,Yes
251,31/Jan/2022 00:00:21,31/Jan/2022 00:00:23,STATUS PT.  U17     AGUA_PURA BOMBA 1           ,IS PLACED IN THE OPEN STATE                     ,Yes
252,31/Jan/2022 00:00:21,31/Jan/2022 00:00:23,STATUS PT.  U17     AGUA_PURA BOMBA 1 TENSAO 120,IS PLACED IN CLOSED STATE                       ,Yes
253,31/Jan/2022 00:00:21,31/Jan/2022 00:00:23,STATUS PT.  U17     AUX_UNIDADE VENTILADOR 1 ANE,IS PLACED IN THE OPEN STATE                     ,Yes
254,31/Jan/2022 00:00:21,31/Jan/2022 00:00:23,STATUS PT.  U17     GERADOR BOMBA 1 MANC ESC    ,IS PLACED IN THE OPEN STATE                     ,Yes
255,31/Jan/2022 00:00:21,31/Jan/2022 00:00:23,STATUS PT.  U17     TU KT-17 TENSAO CA 460VCA   ,IS PLACED IN CLOSED STATE                       ,Yes
256,31/Jan/2022 00:00:21,31/Jan/2022 00:00:23,STATUS PT.  U17     TU KT-17 TENSAO CA COMANDO F,IS PLACED IN CLOSED STATE                       ,Yes
257,31/Jan/2022 00:00:21,31/Jan/2022 00:00:23,STATUS PT.  U17     TU TROCADOR CALOR PRINC AGUA,IS PLACED IN THE OPEN STATE                     ,Yes
258,31/Jan/2022 00:00:21,31/Jan/2022 00:00:23,STATUS PT.  U17     TURBINA VALVULA BORBOLETA 1 ,IS PLACED IN CLOSED STATE                       ,Yes
259,31/Jan/2022 00:00:21,31/Jan/2022 00:00:23,STATUS PT.  U17     TURBINA VALVULA BORBOLETA 2 ,IS PLACED IN CLOSED STATE                       ,Yes
260,31/Jan/2022 00:00:21,,ANALOG PT.  U17     GERADOR FREQUENCIA          ,IS SET TO OVERRIDE VALUE     46.0000            ,Yes
261,31/Jan/2022 00:00:21,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID,IS SET TO     98.0000                           ,Yes
262,31/Jan/2022 00:00:22,,STATUS PT.  U17     AUX_UNIDADE DISJ 52-2 UMCC-1,IS PLACED IN CLOSED STATE                       ,Yes
263,31/Jan/2022 00:00:22,,STATUS PT.  U17     REG_VELOC VALV SOLENOIDE BA ,IS PLACED IN THE OPEN STATE                     ,Yes
264,31/Jan/2022 00:00:22,,STATUS PT.  U17     REG_VELOC VALV SOLENOIDE BB ,IS PLACED IN THE OPEN STATE                     ,Yes
265,31/Jan/2022 00:00:22,,ANALOG PT.  U17     GERADOR TENSAO RDV          ,IS SET TO OVERRIDE VALUE      0.0000            ,Yes
266,31/Jan/2022 00:00:23,,ANALOG PT.  U17     EXCITACAO POTENCIOMETRO AUTO,IS SET TO      0.0000                           ,Yes
267,31/Jan/2022 00:00:23,,ANALOG PT.  U17     EXCITACAO POTENCIOMETRO MANU,IS SET TO      0.0000                           ,Yes
268,31/Jan/2022 00:00:23,,ANALOG PT.  U17     GERADOR CORRENTE            ,IS SET TO      0.0000                           ,Yes
269,31/Jan/2022 00:00:23,,ANALOG PT.  U17     REG_VELOC DISTRIBUIDOR POSIC,IS SET TO      0.0000                           ,Yes
270,31/Jan/2022 00:00:24,,STATUS PT.  U17     EXCITACAO EXCITACAO CONECTAD,IS PLACED IN THE OPEN STATE                     ,Yes
271,31/Jan/2022 00:00:24,,STATUS PT.  U17     EXCITACAO PRONTO PARA OPERAC,IS PLACED IN CLOSED STATE                       ,Yes
272,31/Jan/2022 00:00:24,31/Jan/2022 00:08:10,STATUS PT.  U17     GERADOR BOMBA MANC ESC OLEO ,IS PLACED IN CLOSED STATE                       ,Yes
273,31/Jan/2022 00:00:24,,STATUS PT.  U17     REG_VELOC DISTRIBUIDOR FECHA,IS PLACED IN CLOSED STATE                       ,Yes
274,31/Jan/2022 00:00:24,,STATUS PT.  U17     SUPERV/CONTR CARG/FREQ AJUST,IS PLACED IN CLOSED STATE                       ,Yes
275,31/Jan/2022 00:00:24,,STATUS PT.  U17     SUPERV/CONTR UN PREPARACAO D,IS PLACED IN THE OPEN STATE                     ,Yes
276,31/Jan/2022 00:00:25,,STATUS PT.  U17     EXCITACAO REG TENS AUTO/MAN ,IS PLACED IN CLOSED STATE                       ,Yes
277,31/Jan/2022 00:00:26,,STATUS PT.  U17     REG_VELOC TRAVA HIDRAULICA D,IS PLACED IN THE OPEN STATE                     ,Yes
278,31/Jan/2022 00:00:27,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID,IS SET TO     94.0000                           ,Yes
279,31/Jan/2022 00:00:34,,STATUS PT.  U17     REG_VELOC VELOC UNID MAIOR/I,IS PLACED IN THE OPEN STATE                     ,Yes
280,31/Jan/2022 00:00:35,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID,IS SET TO     89.0000                           ,Yes
